"CoreID","Site","plot.id","tree.number","stems","total.cores","core.id","pith.present","pith.yr","inner.present","inner.measured","outer.measured","bark.present","inner.dated","outer.dated","dated","Notes","zombie","species","canopy.class","live.dead","dbh","plot"
"HOW2084W","Howland",2,84,1,2,"W",NA,NA,1923,1923,2012,"Y",1923,2012,"Y",NA,NA,"THOC","C","LIVE",22.8,"2"
"HOW2085W","Howland",2,85,1,2,"W",NA,NA,1912,1912,2013,"Y",1912,2013,"Y",NA,NA,"TSCA","I","LIVE",15.7,"2"
"HOW2085E","Howland",2,85,1,2,"E",NA,NA,1906,1906,2013,"Y",1906,2013,"Y",NA,NA,"TSCA","I","LIVE",15.7,"2"
"HOW2086W","Howland",2,86,1,2,"W",NA,NA,1872,1872,2013,"Y",1872,2013,"Y",NA,NA,"PCRU","C","LIVE",23.3,"2"
"HOW2086E","Howland",2,86,1,2,"E",NA,NA,1872,1872,2013,"Y",1872,2013,"Y",NA,NA,"PCRU","C","LIVE",23.3,"2"
"HOW2087E","Howland",2,87,1,2,"E",NA,NA,1919,1919,2013,"Y",1919,2013,"Y",NA,NA,"THOC","C","LIVE",21.8,"2"
"HOW2087W","Howland",2,87,1,2,"W",NA,NA,1944,1944,2013,"Y",1944,2013,"Y",NA,NA,"THOC","C","LIVE",21.8,"2"
"HOW2088E","Howland",2,88,1,2,"E",NA,NA,1870,1870,2013,"Y",1870,2013,"Y",NA,NA,"PCRU","D","LIVE",45.2,"2"
"HOW2088W","Howland",2,88,1,2,"W",NA,NA,1904,1904,2013,"Y",1904,2013,"Y",NA,NA,"PCRU","D","LIVE",45.2,"2"
"HOW2089E","Howland",2,89,1,2,"E",NA,NA,1929,1929,2013,"Y",1929,2013,"Y",NA,NA,"TSCA","C","LIVE",23.9,"2"
"HOW2089W","Howland",2,89,1,2,"W",NA,NA,1931,1931,2013,"Y",1931,2013,"Y",NA,NA,"TSCA","C","LIVE",23.9,"2"
"HOW2090N","Howland",2,90,1,2,"N",NA,NA,1831,1831,2013,"Y",1831,2013,"Y",NA,NA,"PCRU","D","LIVE",36.8,"2"
"HOW2090S","Howland",2,90,1,2,"S",NA,NA,1940,1940,2013,"Y",1940,2013,"Y",NA,NA,"PCRU","D","LIVE",36.8,"2"
"HOW2092E","Howland",2,92,1,2,"E",NA,NA,1878,1878,2013,"Y",1878,2013,"Y",NA,NA,"TSCA","C","LIVE",25.7,"2"
"HOW2092W","Howland",2,92,1,2,"W",NA,NA,1875,1875,2013,"Y",1875,2013,"Y",NA,NA,"TSCA","C","LIVE",25.7,"2"
"HOW2093W","Howland",2,93,1,2,"W",NA,NA,1861,1861,2013,"Y",1861,2013,"Y",NA,NA,"PCRU","C","LIVE",25.1,"2"
"HOW2093E","Howland",2,93,1,2,"E",NA,NA,1878,1878,2013,"Y",1878,2013,"Y",NA,NA,"PCRU","C","LIVE",25.1,"2"
"HOW2094N","Howland",2,94,1,2,"N",NA,NA,1868,1868,2013,"Y",1868,2013,"Y",NA,NA,"PCRU","C","LIVE",36,"2"
"HOW2094S","Howland",2,94,1,2,"S",NA,NA,1869,1869,2013,"Y",1869,2013,"Y",NA,NA,"PCRU","C","LIVE",36,"2"
"HOW2095W","Howland",2,95,1,2,"W",NA,NA,1877,1877,2013,"Y",1877,2013,"Y",NA,NA,"TSCA","C","LIVE",26,"2"
"HOW2095E","Howland",2,95,1,2,"E",NA,NA,1877,1877,2013,"Y",1877,2013,"Y",NA,NA,"TSCA","C","LIVE",26,"2"
"HOW2097E","Howland",2,97,1,2,"E",NA,NA,1884,1884,2013,"Y",1884,2013,"Y",NA,NA,"TSCA","C","LIVE",22.8,"2"
"HOW2097W","Howland",2,97,1,2,"W",NA,NA,1912,1912,2013,"Y",1912,2013,"Y",NA,NA,"TSCA","C","LIVE",22.8,"2"
"HOW2098S","Howland",2,98,1,2,"S",NA,NA,1931,1931,2013,"Y",1931,2013,"Y",NA,NA,"PCRU","C","LIVE",27.5,"2"
"HOW2098N","Howland",2,98,1,2,"N",NA,NA,1932,1932,2013,"Y",1932,2013,"Y",NA,NA,"PCRU","C","LIVE",27.5,"2"
"HOW2099E","Howland",2,99,1,2,"E",NA,NA,1889,1889,2013,"Y",1889,2013,"Y",NA,NA,"TSCA","C","LIVE",28.5,"2"
"HOW2099W","Howland",2,99,1,2,"W",NA,NA,1889,1889,2013,"Y",1889,2013,"Y",NA,NA,"TSCA","C","LIVE",28.5,"2"
"HOW2100W","Howland",2,100,1,2,"W",NA,NA,1932,1932,2013,"Y",1932,2013,"Y",NA,NA,"TSCA","I","LIVE",26.4,"2"
"HOW2101W","Howland",2,101,1,2,"W",NA,NA,1898,1898,2013,"Y",1898,2013,"Y",NA,NA,"THOC","I","LIVE",25,"2"
"HOW2101E","Howland",2,101,1,2,"E",NA,NA,1895,1895,2013,"Y",1895,2013,"Y",NA,NA,"THOC","I","LIVE",25,"2"
"HOW2102N","Howland",2,102,1,2,"N",NA,NA,1859,1859,2013,"Y",1859,2013,"Y",NA,NA,"PCRU","C","LIVE",41.2,"2"
"HOW2102S","Howland",2,102,1,2,"S",NA,NA,1859,1859,2013,"Y",1859,2013,"Y",NA,NA,"PCRU","C","LIVE",41.2,"2"
"HOW2103S","Howland",2,103,1,2,"S",NA,NA,1926,1926,2013,"Y",1926,2013,"Y",NA,NA,"TSCA","SNAG","DEAD",25.4,"2"
"HOW2103N","Howland",2,103,1,2,"N",NA,NA,1926,1926,2013,"Y",1926,2013,"Y",NA,NA,"TSCA","SNAG","DEAD",25.4,"2"
"HOW2104N","Howland",2,104,1,2,"N",NA,NA,1904,1904,2013,"Y",1904,2013,"Y",NA,NA,"PCRU","D","LIVE",28.9,"2"
"HOW2104S","Howland",2,104,1,2,"S",NA,NA,1904,1904,2013,"Y",1904,2013,"Y",NA,NA,"PCRU","D","LIVE",28.9,"2"
"HOW2105S","Howland",2,105,1,2,"S",NA,NA,1860,1860,2013,"Y",1860,2013,"Y",NA,NA,"PCRU","C","LIVE",33.8,"2"
"HOW2105N","Howland",2,105,1,2,"N",NA,NA,1861,1861,2013,"Y",1861,2013,"Y",NA,NA,"PCRU","C","LIVE",33.8,"2"
"HOW2106E","Howland",2,106,1,2,"E",NA,NA,1839,1839,2013,"Y",1839,2013,"Y",NA,NA,"PIST","D","LIVE",74.4,"2"
"HOW2106W","Howland",2,106,1,2,"W",NA,NA,1857,1857,2011,"Y",1857,2011,"Y",NA,NA,"PIST","D","LIVE",74.4,"2"
"HOW2126W","Howland",2,126,1,2,"W",NA,NA,1950,1950,2009,"Y",1950,2009,"Y",NA,NA,NA,NA,NA,NA,"2"
"HOW3001E","Howland",3,1,1,2,"E",NA,NA,1920,1920,2013,"Y",1920,2013,"Y",NA,NA,"TSCA","C","LIVE",26.6,"3"
"HOW3001W","Howland",3,1,1,2,"W",NA,NA,1920,1920,2013,"Y",1920,2013,"Y",NA,NA,"TSCA","C","LIVE",26.6,"3"
"HOW3002W","Howland",3,2,1,2,"W",NA,NA,1868,1868,2009,"Y",1868,2009,"Y",NA,NA,"PCRU","C","LIVE",18.2,"3"
"HOW3002E","Howland",3,2,1,2,"E",NA,NA,1868,1868,2013,"Y",1868,2013,"Y",NA,NA,"PCRU","C","LIVE",18.2,"3"
"HOW3003S","Howland",3,3,1,2,"S",NA,NA,1874,1874,2005,"Y",1874,2005,"Y",NA,NA,"TSCA","I","LIVE",19.1,"3"
"HOW3004S","Howland",3,4,1,2,"S",NA,NA,1933,1933,2013,"Y",1933,2013,"Y",NA,NA,"TSCA","C","LIVE",32.1,"3"
"HOW3004N","Howland",3,4,1,2,"N",NA,NA,1932,1932,2013,"Y",1932,2013,"Y",NA,NA,"TSCA","C","LIVE",32.1,"3"
"HOW3005N","Howland",3,5,1,2,"N",NA,NA,1873,1873,2013,"Y",1873,2013,"Y",NA,NA,"TSCA","D","LIVE",48.4,"3"
"HOW3005S","Howland",3,5,1,2,"S",NA,NA,1897,1897,2013,"Y",1897,2013,"Y",NA,NA,"TSCA","D","LIVE",48.4,"3"
"HOW3007N","Howland",3,7,1,2,"N",NA,NA,1939,1939,2013,"Y",1939,2013,"Y",NA,NA,"TSCA","C","LIVE",39.8,"3"
"HOW3007S","Howland",3,7,1,2,"S",NA,NA,1911,1911,2013,"Y",1911,2013,"Y",NA,NA,"TSCA","C","LIVE",39.8,"3"
"HOW3008E","Howland",3,8,1,2,"E",NA,NA,1904,1904,2013,"Y",1904,2013,"Y",NA,NA,"TSCA","C","LIVE",29.3,"3"
"HOW3008W","Howland",3,8,1,2,"W",NA,NA,1904,1904,2013,"Y",1904,2013,"Y",NA,NA,"TSCA","C","LIVE",29.3,"3"
"HOW3009N","Howland",3,9,1,2,"N",NA,NA,1897,1897,2013,"Y",1897,2013,"Y",NA,NA,"TSCA","C","LIVE",34.1,"3"
"HOW3009S","Howland",3,9,1,2,"S",NA,NA,1900,1900,2013,"Y",1900,2013,"Y",NA,NA,"TSCA","C","LIVE",34.1,"3"
"HOW3010E","Howland",3,10,1,2,"E",NA,NA,1887,1887,2013,"Y",1887,2013,"Y",NA,NA,"TSCA","D","LIVE",33.2,"3"
"HOW3010W","Howland",3,10,1,2,"W",NA,NA,1884,1884,2013,"Y",1884,2013,"Y",NA,NA,"TSCA","D","LIVE",33.2,"3"
"HOW3011W","Howland",3,11,1,2,"W",NA,NA,1920,1920,2013,"Y",1920,2013,"Y",NA,NA,"TSCA","S","LIVE",13.7,"3"
"HOW3011E","Howland",3,11,1,2,"E",NA,NA,1923,1923,2013,"Y",1923,2013,"Y",NA,NA,"TSCA","S","LIVE",13.7,"3"
"HOW3012N","Howland",3,12,1,2,"N",NA,NA,1867,1867,2013,"Y",1867,2013,"Y",NA,NA,"TSCA","C","LIVE",23.5,"3"
"HOW3012S","Howland",3,12,1,2,"S",NA,NA,1867,1867,2013,"Y",1867,2013,"Y",NA,NA,"TSCA","C","LIVE",23.5,"3"
"HOW3013A","Howland",3,13,1,2,"A",NA,NA,1937,1937,2013,"Y",1937,2013,"Y",NA,NA,"TSCA","C","LIVE",30.3,"3"
"HOW3013N","Howland",3,13,1,2,"N",NA,NA,1898,1898,2013,"Y",1898,2013,"Y",NA,NA,"TSCA","C","LIVE",30.3,"3"
"HOW3014E","Howland",3,14,1,2,"E",NA,NA,1909,1909,2013,"Y",1909,2013,"Y",NA,NA,"TSCA","D","LIVE",64.4,"3"
"HOW3014I","Howland",3,14,1,2,"I",NA,NA,1809,1809,1906,"Y",1809,1906,"Y",NA,NA,"TSCA","D","LIVE",64.4,"3"
"HOW3014W","Howland",3,14,1,2,"W",NA,NA,1869,1869,2013,"Y",1869,2013,"Y",NA,NA,"TSCA","D","LIVE",64.4,"3"
"HOW3015N","Howland",3,15,1,2,"N",NA,NA,1957,1957,2013,"Y",1957,2013,"Y",NA,NA,"PCRU","C","LIVE",24.2,"3"
"HOW3015S","Howland",3,15,1,2,"S",NA,NA,1957,1957,2013,"Y",1957,2013,"Y",NA,NA,"PCRU","C","LIVE",24.2,"3"
"HOW3016E","Howland",3,16,1,2,"E",NA,NA,1881,1881,2013,"Y",1881,2013,"Y",NA,NA,"PCRU","C","LIVE",34.7,"3"
"HOW3016W","Howland",3,16,1,2,"W",NA,NA,1881,1881,2013,"Y",1881,2013,"Y",NA,NA,"PCRU","C","LIVE",34.7,"3"
"HOW3017W","Howland",3,17,1,2,"W",NA,NA,1925,1925,2012,"Y",1925,2012,"Y",NA,NA,"BEAL","C","LIVE",21,"3"
"HOW3017E","Howland",3,17,1,2,"E",NA,NA,1908,1908,2013,"Y",1908,2013,"Y",NA,NA,"BEAL","C","LIVE",21,"3"
"HOW3018N","Howland",3,18,1,2,"N",NA,NA,1911,1911,2013,"Y",1911,2013,"Y",NA,NA,"PCRU","C","LIVE",21,"3"
"HOW3018S","Howland",3,18,1,2,"S",NA,NA,1911,1911,2013,"Y",1911,2013,"Y",NA,NA,"PCRU","C","LIVE",21,"3"
"HOW3019E","Howland",3,19,1,2,"E",NA,NA,1864,1864,2013,"Y",1864,2013,"Y",NA,NA,"TSCA","I","LIVE",24.7,"3"
"HOW3019W","Howland",3,19,1,2,"W",NA,NA,1882,1882,2013,"Y",1882,2013,"Y",NA,NA,"TSCA","I","LIVE",24.7,"3"
"HOW3020E","Howland",3,20,1,2,"E",NA,NA,1866,1866,2012,"Y",1866,2012,"Y",NA,NA,"TSCA","C","LIVE",27.9,"3"
"HOW3020W","Howland",3,20,1,2,"W",NA,NA,1920,1920,2012,"Y",1920,2012,"Y",NA,NA,"TSCA","C","LIVE",27.9,"3"
"HOW3021N","Howland",3,21,1,2,"N",NA,NA,1863,1863,2013,"Y",1863,2013,"Y",NA,NA,"TSCA","I","LIVE",26.2,"3"
"HOW3021S","Howland",3,21,1,2,"S",NA,NA,1863,1863,2013,"Y",1863,2013,"Y",NA,NA,"TSCA","I","LIVE",26.2,"3"
"HOW3022E","Howland",3,22,1,2,"E",NA,NA,1898,1898,2013,"Y",1898,2013,"Y",NA,NA,"TSCA","C","LIVE",31.4,"3"
"HOW3022W","Howland",3,22,1,2,"W",NA,NA,1898,1898,2013,"Y",1898,2013,"Y",NA,NA,"TSCA","C","LIVE",31.4,"3"
"HOW3023W","Howland",3,23,1,2,"W",NA,NA,1895,1895,2013,"Y",1895,2013,"Y",NA,NA,"ACRU","C","LIVE",29.3,"3"
"HOW3023E","Howland",3,23,1,2,"E",NA,NA,1902,1902,2013,"Y",1902,2013,"Y",NA,NA,"ACRU","C","LIVE",29.3,"3"
"HOW3024N","Howland",3,24,1,2,"N",NA,NA,1862,1862,2013,"Y",1862,2013,"Y",NA,NA,"ACRU","D","LIVE",43.4,"3"
"HOW3024S","Howland",3,24,1,2,"S",NA,NA,1924,1924,2013,"Y",1924,2013,"Y",NA,NA,"ACRU","D","LIVE",43.4,"3"
"HOW3025N","Howland",3,25,1,2,"N",NA,NA,1945,1945,2013,"Y",1945,2013,"Y",NA,NA,"TSCA","S","LIVE",16.7,"3"
"HOW3025S","Howland",3,25,1,2,"S",NA,NA,1945,1945,2013,"Y",1945,2013,"Y",NA,NA,"TSCA","S","LIVE",16.7,"3"
"HOW3026E","Howland",3,26,1,2,"E",NA,NA,1926,1926,2013,"Y",1926,2013,"Y",NA,NA,"TSCA","C","LIVE",35.2,"3"
"HOW3026W","Howland",3,26,1,2,"W",NA,NA,1885,1885,2013,"Y",1885,2013,"Y",NA,NA,"TSCA","C","LIVE",35.2,"3"
"HOW3027N","Howland",3,27,1,2,"N",NA,NA,1896,1896,2013,"Y",1896,2013,"Y",NA,NA,"TSCA","C","LIVE",26.6,"3"
"HOW3027S","Howland",3,27,1,2,"S",NA,NA,1896,1896,2013,"Y",1896,2013,"Y",NA,NA,"TSCA","C","LIVE",26.6,"3"
"HOW3028N","Howland",3,28,1,2,"N",NA,NA,1880,1880,2013,"Y",1880,2013,"Y",NA,NA,"PCRU","D","LIVE",26.6,"3"
"HOW3028S","Howland",3,28,1,2,"S",NA,NA,1880,1880,2013,"Y",1880,2013,"Y",NA,NA,"PCRU","D","LIVE",26.6,"3"
"HOW3029N","Howland",3,29,1,2,"N",NA,NA,1857,1857,2013,"Y",1857,2013,"Y",NA,NA,"TSCA","D","LIVE",45.6,"3"
"HOW3029S","Howland",3,29,1,2,"S",NA,NA,1862,1862,2013,"Y",1862,2013,"Y",NA,NA,"TSCA","D","LIVE",45.6,"3"
"HOW3030N","Howland",3,30,1,2,"N",NA,NA,1832,1832,2013,"Y",1832,2013,"Y",NA,NA,"PCRU","C","LIVE",30.6,"3"
"HOW3030S","Howland",3,30,1,2,"S",NA,NA,1832,1832,2013,"Y",1832,2013,"Y",NA,NA,"PCRU","C","LIVE",30.6,"3"
"HOW3031W","Howland",3,31,1,2,"W",NA,NA,1899,1899,2013,"Y",1899,2013,"Y",NA,NA,"PCRU","C","LIVE",31.5,"3"
"HOW3031E","Howland",3,31,1,2,"E",NA,NA,1899,1899,2013,"Y",1899,2013,"Y",NA,NA,"PCRU","C","LIVE",31.5,"3"
"HOW3032N","Howland",3,32,1,2,"N",NA,NA,1924,1924,2013,"Y",1924,2013,"Y",NA,NA,"ACRU","I","LIVE",23.9,"3"
"HOW3032W","Howland",3,32,1,2,"W",NA,NA,1931,1931,2012,"Y",1931,2012,"Y",NA,NA,"ACRU","I","LIVE",23.9,"3"
"HOW3033E","Howland",3,33,1,2,"E",NA,NA,1834,1834,2013,"Y",1834,2013,"Y",NA,NA,"ACRU","D","LIVE",37,"3"
"HOW3033W","Howland",3,33,1,2,"W",NA,NA,1826,1826,2013,"Y",1826,2013,"Y",NA,NA,"ACRU","D","LIVE",37,"3"
"HOW3034E","Howland",3,34,1,2,"E",NA,NA,1906,1906,2013,"Y",1906,2013,"Y",NA,NA,"TSCA","C","LIVE",39,"3"
"HOW3034W","Howland",3,34,1,2,"W",NA,NA,1848,1848,2012,"Y",1848,2012,"Y",NA,NA,"TSCA","C","LIVE",39,"3"
"HOW3035E","Howland",3,35,1,2,"E",NA,NA,1936,1936,2013,"Y",1936,2013,"Y",NA,NA,"TSCA","S","LIVE",10.3,"3"
"HOW3035W","Howland",3,35,1,2,"W",NA,NA,1940,1940,2013,"Y",1940,2013,"Y",NA,NA,"TSCA","S","LIVE",10.3,"3"
"HOW3036E","Howland",3,36,1,2,"E",NA,NA,1942,1942,2011,"Y",1942,2011,"Y",NA,NA,"TSCA","I","LIVE",14,"3"
"HOW3036W","Howland",3,36,1,2,"W",NA,NA,1943,1943,2013,"Y",1943,2013,"Y",NA,NA,"TSCA","I","LIVE",14,"3"
"HOW3037W","Howland",3,37,1,2,"W",NA,NA,1851,1851,2013,"Y",1851,2013,"Y",NA,NA,"TSCA","C","LIVE",41.3,"3"
"HOW3037E","Howland",3,37,1,2,"E",NA,NA,1854,1854,2013,"Y",1854,2013,"Y",NA,NA,"TSCA","C","LIVE",41.3,"3"
"HOW3038E","Howland",3,38,1,2,"E",NA,NA,1923,1923,2013,"Y",1923,2013,"Y",NA,NA,"TSCA","C","LIVE",37,"3"
"HOW3038W","Howland",3,38,1,2,"W",NA,NA,1902,1902,2013,"Y",1902,2013,"Y",NA,NA,"TSCA","C","LIVE",37,"3"
"HOW3039E","Howland",3,39,1,2,"E",NA,NA,1931,1931,2013,"Y",1931,2013,"Y",NA,NA,"PCRU","C","LIVE",26.4,"3"
"HOW3039W","Howland",3,39,1,2,"W",NA,NA,1931,1931,2013,"Y",1931,2013,"Y",NA,NA,"PCRU","C","LIVE",26.4,"3"
"HOW3040N","Howland",3,40,1,2,"N",NA,NA,1934,1934,2013,"Y",1934,2013,"Y",NA,NA,"PCRU","C","LIVE",32.6,"3"
"HOW3040S","Howland",3,40,1,2,"S",NA,NA,1934,1934,2013,"Y",1934,2013,"Y",NA,NA,"PCRU","C","LIVE",32.6,"3"
"HOW3041E","Howland",3,41,1,2,"E",NA,NA,1937,1937,2013,"Y",1937,2013,"Y",NA,NA,"PCRU","C","LIVE",23.7,"3"
"HOW3041W","Howland",3,41,1,2,"W",NA,NA,1939,1939,2013,"Y",1939,2013,"Y",NA,NA,"PCRU","C","LIVE",23.7,"3"
"HOW3042N","Howland",3,42,1,2,"N",NA,NA,1900,1900,2013,"Y",1900,2013,"Y",NA,NA,"TSCA","C","LIVE",34.8,"3"
"HOW3042S","Howland",3,42,1,2,"S",NA,NA,1930,1930,2013,"Y",1930,2013,"Y",NA,NA,"TSCA","C","LIVE",34.8,"3"
"HOW3043W","Howland",3,43,1,2,"W",NA,NA,1902,1902,2013,"Y",1902,2013,"Y",NA,NA,"TSCA","C","LIVE",36.8,"3"
"HOW3043E","Howland",3,43,1,2,"E",NA,NA,1920,1920,2013,"Y",1920,2013,"Y",NA,NA,"TSCA","C","LIVE",36.8,"3"
"HOW3044N","Howland",3,44,1,2,"N",NA,NA,1915,1915,2013,"Y",1915,2013,"Y",NA,NA,"TSCA","C","LIVE",33.1,"3"
"HOW3044S","Howland",3,44,1,2,"S",NA,NA,1929,1929,2013,"Y",1929,2013,"Y",NA,NA,"TSCA","C","LIVE",33.1,"3"
"HOW3045W","Howland",3,45,1,2,"W",NA,NA,1926,1926,2013,"Y",1926,2013,"Y",NA,NA,"TSCA","S","LIVE",11.6,"3"
"HOW3046N","Howland",3,46,1,2,"N",NA,NA,1888,1888,2013,"Y",1888,2013,"Y",NA,NA,"TSCA","C","LIVE",37.5,"3"
"HOW3046S","Howland",3,46,1,2,"S",NA,NA,1886,1886,2013,"Y",1886,2013,"Y",NA,NA,"TSCA","C","LIVE",37.5,"3"
"HOW3047E","Howland",3,47,1,2,"E",NA,NA,1880,1880,2013,"Y",1880,2013,"Y",NA,NA,"TSCA","C","LIVE",43,"3"
"HOW3048N","Howland",3,48,1,2,"N",NA,NA,1918,1918,2013,"Y",1918,2013,"Y",NA,NA,"TSCA","I","LIVE",21,"3"
"HOW3048S","Howland",3,48,1,2,"S",NA,NA,1919,1919,2012,"Y",1919,2012,"Y",NA,NA,"TSCA","I","LIVE",21,"3"
"HOW3049N","Howland",3,49,1,2,"N",NA,NA,1960,1960,2013,"Y",1960,2013,"Y",NA,NA,"TSCA","S","LIVE",17.2,"3"
"HOW3049S","Howland",3,49,1,2,"S",NA,NA,1960,1960,2013,"Y",1960,2013,"Y",NA,NA,"TSCA","S","LIVE",17.2,"3"
"HOW3050E","Howland",3,50,1,2,"E",NA,NA,1866,1866,2013,"Y",1866,2013,"Y",NA,NA,"PCRU","D","LIVE",37.6,"3"
"HOW3050W","Howland",3,50,1,2,"W",NA,NA,1930,1930,2013,"Y",1930,2013,"Y",NA,NA,"PCRU","D","LIVE",37.6,"3"
"HOW3051E","Howland",3,51,1,2,"E",NA,NA,1922,1922,2011,"Y",1922,2011,"Y",NA,NA,"ACRU","I","LIVE",14,"3"
"HOW3051W","Howland",3,51,1,2,"W",NA,NA,1921,1921,2013,"Y",1921,2013,"Y",NA,NA,"ACRU","I","LIVE",14,"3"
"HOW3052N","Howland",3,52,1,2,"N",NA,NA,1892,1892,2013,"Y",1892,2013,"Y",NA,NA,"TSCA","D","LIVE",38.9,"3"
"HOW3053W","Howland",3,53,1,2,"W",NA,NA,1954,1954,2013,"Y",1954,2013,"Y",NA,NA,"TSCA","C","LIVE",27.3,"3"
"HOW3053E","Howland",3,53,1,2,"E",NA,NA,1904,1904,2013,"Y",1904,2013,"Y",NA,NA,"TSCA","C","LIVE",27.3,"3"
"HOW3054E","Howland",3,54,1,2,"E",NA,NA,1862,1862,2013,"Y",1862,2013,"Y",NA,NA,"ACRU","C","LIVE",33.2,"3"
"HOW3054W","Howland",3,54,1,2,"W",NA,NA,1863,1863,2013,"Y",1863,2013,"Y",NA,NA,"ACRU","C","LIVE",33.2,"3"
"HOW3055N","Howland",3,55,1,2,"N",NA,NA,1948,1948,2013,"Y",1948,2013,"Y",NA,NA,"TSCA","C","LIVE",31.6,"3"
"HOW3055S","Howland",3,55,1,2,"S",NA,NA,1922,1922,2013,"Y",1922,2013,"Y",NA,NA,"TSCA","C","LIVE",31.6,"3"
"HOW3056N","Howland",3,56,1,2,"N",NA,NA,1886,1886,2013,"Y",1886,2013,"Y",NA,NA,"PCRU","C","LIVE",25.7,"3"
"HOW3056S","Howland",3,56,1,2,"S",NA,NA,1886,1886,2010,"Y",1886,2010,"Y",NA,NA,"PCRU","C","LIVE",25.7,"3"
"HOW3057N","Howland",3,57,1,2,"N",NA,NA,1900,1900,2013,"Y",1900,2013,"Y",NA,NA,"PCRU","I","LIVE",23.4,"3"
"HOW3057S","Howland",3,57,1,2,"S",NA,NA,1900,1900,2013,"Y",1900,2013,"Y",NA,NA,"PCRU","I","LIVE",23.4,"3"
"HOW3058E","Howland",3,58,1,2,"E",NA,NA,1908,1908,2013,"Y",1908,2013,"Y",NA,NA,"TSCA","C","LIVE",27.6,"3"
"HOW3058W","Howland",3,58,1,2,"W",NA,NA,1969,1969,2013,"Y",1969,2013,"Y",NA,NA,"TSCA","C","LIVE",27.6,"3"
"HOW3059W","Howland",3,59,1,2,"W",NA,NA,1933,1933,2013,"Y",1933,2013,"Y",NA,NA,"TSCA","S","LIVE",10.8,"3"
"HOW3059E","Howland",3,59,1,2,"E",NA,NA,1934,1934,1991,"Y",1934,1991,"Y",NA,NA,"TSCA","S","LIVE",10.8,"3"
"HOW3060N","Howland",3,60,1,2,"N",NA,NA,1905,1905,2013,"Y",1905,2013,"Y",NA,NA,"TSCA","C","LIVE",28,"3"
"HOW3060S","Howland",3,60,1,2,"S",NA,NA,1905,1905,2013,"Y",1905,2013,"Y",NA,NA,"TSCA","C","LIVE",28,"3"
"HOW3061E","Howland",3,61,1,2,"E",NA,NA,1890,1890,2013,"Y",1890,2013,"Y",NA,NA,"TSCA","C","LIVE",44.4,"3"
"HOW3061S","Howland",3,61,1,2,"S",NA,NA,1925,1925,2013,"Y",1925,2013,"Y",NA,NA,"TSCA","C","LIVE",44.4,"3"
"HOW3062N","Howland",3,62,1,2,"N",NA,NA,1916,1916,2011,"Y",1916,2011,"Y",NA,NA,"ACRU","C","LIVE",31.1,"3"
"HOW3062S","Howland",3,62,1,2,"S",NA,NA,1915,1915,2011,"Y",1915,2011,"Y",NA,NA,"ACRU","C","LIVE",31.1,"3"
"HOW3063N","Howland",3,63,1,2,"N",NA,NA,1919,1919,2013,"Y",1919,2013,"Y",NA,NA,"ACRU","D","LIVE",22.6,"3"
"HOW3063S","Howland",3,63,1,2,"S",NA,NA,1919,1919,2013,"Y",1919,2013,"Y",NA,NA,"ACRU","D","LIVE",22.6,"3"
"HOW3064E","Howland",3,64,1,2,"E",NA,NA,1948,1948,2013,"Y",1948,2013,"Y",NA,NA,"TSCA","C","LIVE",44.5,"3"
"HOW3064W","Howland",3,64,1,2,"W",NA,NA,1936,1936,2013,"Y",1936,2013,"Y",NA,NA,"TSCA","C","LIVE",44.5,"3"
"HOW3065W","Howland",3,65,1,2,"W",NA,NA,1862,1862,2013,"Y",1862,2013,"Y",NA,NA,"PCRU","C","LIVE",34.3,"3"
"HOW3065E","Howland",3,65,1,2,"E",NA,NA,1862,1862,2013,"Y",1862,2013,"Y",NA,NA,"PCRU","C","LIVE",34.3,"3"
"HOW3066N","Howland",3,66,1,2,"N",NA,NA,1849,1849,2013,"Y",1849,2013,"Y",NA,NA,"TSCA","C","LIVE",31.1,"3"
"HOW3066S","Howland",3,66,1,2,"S",NA,NA,1849,1849,2013,"Y",1849,2013,"Y",NA,NA,"TSCA","C","LIVE",31.1,"3"
"HOW3067N","Howland",3,67,1,2,"N",NA,NA,1926,1926,2013,"Y",1926,2013,"Y",NA,NA,"TSCA","C","LIVE",25.7,"3"
"HOW3067S","Howland",3,67,1,2,"S",NA,NA,1903,1903,2013,"Y",1903,2013,"Y",NA,NA,"TSCA","C","LIVE",25.7,"3"
"HOW3068N","Howland",3,68,1,2,"N",NA,NA,1864,1864,2013,"Y",1864,2013,"Y",NA,NA,"TSCA","C","LIVE",36.2,"3"
"HOW3069N","Howland",3,69,1,2,"N",NA,NA,1886,1886,2011,"Y",1886,2011,"Y",NA,NA,"TSCA","S","LIVE",15.6,"3"
"HOW3069S","Howland",3,69,1,2,"S",NA,NA,1886,1886,2010,"Y",1886,2010,"Y",NA,NA,"TSCA","S","LIVE",15.6,"3"
"HOW3070N","Howland",3,70,1,2,"N",NA,NA,1875,1875,2012,"Y",1875,2012,"Y",NA,NA,"TSCA","S","LIVE",15.4,"3"
"HOW3071N","Howland",3,71,1,2,"N",NA,NA,1857,1857,2013,"Y",1857,2013,"Y",NA,NA,"TSCA","D","LIVE",43.2,"3"
"HOW3071S","Howland",3,71,1,2,"S",NA,NA,1929,1929,2013,"Y",1929,2013,"Y",NA,NA,"TSCA","D","LIVE",43.2,"3"
